842,1004,1195,1269,1289
1004,1195,1269,1289,989
1195,1269,1289,989,1114
1269,1289,989,1114,1282
1289,989,1114,1282,1349
989,1114,1282,1349,229
1114,1282,1349,229,1211
1282,1349,229,1211,1305
1349,229,1211,1305,1358
229,1211,1305,1358,883
1211,1305,1358,883,1332
1305,1358,883,1332,1334
1358,883,1332,1334,1253
883,1332,1334,1253,1307
1332,1334,1253,1307,891
1334,1253,1307,891,1274
1253,1307,891,1274,247
1307,891,1274,247,915
891,1274,247,915,967
1274,247,915,967,1210
247,915,967,1210,1213
915,967,1210,1213,1220
967,1210,1213,1220,244
1210,1213,1220,244,1234
1213,1220,244,1234,1293
1220,244,1234,1293,870
244,1234,1293,870,1075
1234,1293,870,1075,1273
1293,870,1075,1273,1276
870,1075,1273,1276,814
1075,1273,1276,814,826
1273,1276,814,826,1181
1276,814,826,1181,1247
814,826,1181,1247,1280
826,1181,1247,1280,1187
1181,1247,1280,1187,1233
1247,1280,1187,1233,1337
1280,1187,1233,1337,973
1187,1233,1337,973,979
1233,1337,973,979,1242
1337,973,979,1242,1291
973,979,1242,1291,971
979,1242,1291,971,1240
1242,1291,971,1240,1302
1291,971,1240,1302,999
971,1240,1302,999,1194
1240,1302,999,1194,1344
1302,999,1194,1344,228
999,1194,1344,228,697
1194,1344,228,697,765
1344,228,697,765,939
228,697,765,939,1139
697,765,939,1139,626
765,939,1139,626,1248
939,1139,626,1248,1257
1139,626,1248,1257,1259
626,1248,1257,1259,1268
1248,1257,1259,1268,882
1257,1259,1268,882,1277
1259,1268,882,1277,1180
1268,882,1277,1180,1230
882,1277,1180,1230,1249
1277,1180,1230,1249,1255
1180,1230,1249,1255,254
1230,1249,1255,254,924
1249,1255,254,924,1235
1255,254,924,1235,243
254,924,1235,243,844
924,1235,243,844,382
1235,243,844,382,619
243,844,382,619,1231
844,382,619,1231,1246
382,619,1231,1246,1074
619,1231,1246,1074,1232
1231,1246,1074,1232,1091
1246,1074,1232,1091,1241
1074,1232,1091,1241,1140
1232,1091,1241,1140,1198
1091,1241,1140,1198,1207
1241,1140,1198,1207,1236
1140,1198,1207,1236,1283
1198,1207,1236,1283,1079
1207,1236,1283,1079,1199
1236,1283,1079,1199,1244
1283,1079,1199,1244,962
1079,1199,1244,962,257
1199,1244,962,257,802
1244,962,257,802,980
962,257,802,980,1149
257,802,980,1149,248
802,980,1149,248,1245
980,1149,248,1245,273
1149,248,1245,273,376
248,1245,273,376,1284
1245,273,376,1284,1355
273,376,1284,1355,266
376,1284,1355,266,913
1284,1355,266,913,1036
1355,266,913,1036,1193
266,913,1036,1193,708
913,1036,1193,708,1179
1036,1193,708,1179,1218
1193,708,1179,1218,1092
708,1179,1218,1092,1192
1179,1218,1092,1192,1256
1218,1092,1192,1256,1191
1092,1192,1256,1191,261
1192,1256,1191,261,630
1256,1191,261,630,1107
1191,261,630,1107,1208
261,630,1107,1208,1229
630,1107,1208,1229,1070
1107,1208,1229,1070,1101
1208,1229,1070,1101,1185
1229,1070,1101,1185,1178
1070,1101,1185,1178,1170
1101,1185,1178,1170,263
1185,1178,1170,263,285
1178,1170,263,285,981
1170,263,285,981,1145
263,285,981,1145,1154
285,981,1145,1154,1203
981,1145,1154,1203,1209
1145,1154,1203,1209,1304
1154,1203,1209,1304,914
1203,1209,1304,914,1072
1209,1304,914,1072,1100
1304,914,1072,1100,1200
914,1072,1100,1200,733
1072,1100,1200,733,1010
1100,1200,733,1010,1263
1200,733,1010,1263,1285
733,1010,1263,1285,1346
1010,1263,1285,1346,970
1263,1285,1346,970,1188
1285,1346,970,1188,265
1346,970,1188,265,1325
970,1188,265,1325,848
1188,265,1325,848,1030
265,1325,848,1030,1069
1325,848,1030,1069,238
848,1030,1069,238,250
1030,1069,238,250,905
1069,238,250,905,942
238,250,905,942,1034
250,905,942,1034,649
905,942,1034,649,727
942,1034,649,727,940
1034,649,727,940,972
649,727,940,972,491
727,940,972,491,918
940,972,491,918,753
972,491,918,753,253
491,918,753,253,730
918,753,253,730,888
753,253,730,888,1275
253,730,888,1275,847
730,888,1275,847,1345
888,1275,847,1345,227
1275,847,1345,227,779
847,1345,227,779,346
1345,227,779,346,481
227,779,346,481,493
779,346,481,493,553
346,481,493,553,881
481,493,553,881,245
493,553,881,245,801
553,881,245,801,251
881,245,801,251,845
245,801,251,845,846
801,251,845,846,653
251,845,846,653,843
845,846,653,843,804
846,653,843,804,806
653,843,804,806,777
843,804,806,777,1260
804,806,777,1260,762
806,777,1260,762,1064
777,1260,762,1064,359
1260,762,1064,359,764
762,1064,359,764,1338
1064,359,764,1338,298
359,764,1338,298,761
764,1338,298,761,763
1338,298,761,763,234
298,761,763,234,1063
761,763,234,1063,803
763,234,1063,803,264
234,1063,803,264,1189
1063,803,264,1189,552
803,264,1189,552,656
264,1189,552,656,306
1189,552,656,306,735
552,656,306,735,969
656,306,735,969,807
306,735,969,807,223
735,969,807,223,258
969,807,223,258,423
807,223,258,423,237
223,258,423,237,260
258,423,237,260,252
423,237,260,252,249
237,260,252,249,232
260,252,249,232,268
252,249,232,268,221
249,232,268,221,458
232,268,221,458,381
268,221,458,381,262
221,458,381,262,296
458,381,262,296,1333
381,262,296,1333,259
262,296,1333,259,1115
296,1333,259,1115,629
1333,259,1115,629,235
259,1115,629,235,465
1115,629,235,465,224
629,235,465,224,241
235,465,224,241,233
465,224,241,233,231
224,241,233,231,278
241,233,231,278,1426
233,231,278,1426,1422
231,278,1426,1422,1423
278,1426,1422,1423,1425
